Time (s),DC Voltage (V),DC Current (A),AC Voltage (V),AC Current (A),Combined Voltage (V),Combined Current (A)
0.0,-0.2,0.000983877996749644,0.007068238818828916,0.0007068238818828917,-0.19293176118117109,0.0016907018786325356
0.010001000100010001,-0.1998999899989999,0.0007282667336811918,0.007068238818828916,0.0007068238818828917,-0.19283175118017098,0.0014350906155640836
0.020002000200020003,-0.1997999799979998,0.000384633287434124,0.007068238818828916,0.0007068238818828917,-0.19273174117917088,0.0010914571693170156
0.030003000300030003,-0.1996999699969997,5.161482964070674e-05,0.007068238818828916,0.0007068238818828917,-0.19263173117817078,0.0007584387115235985
0.040004000400040006,-0.1995999599959996,0.0008482594943754864,0.007068238818828916,0.0007068238818828917,-0.19253172117717068,0.001555083376258378
0.05000500050005001,-0.1994999499949995,0.0004376876893363144,0.007068238818828916,0.0007068238818828917,-0.19243171117617058,0.001144511571219206
0.060006000600060005,-0.1993999399939994,0.00035731231277266284,0.007068238818828916,0.0007068238818828917,-0.19233170117517048,0.0010641361946555545
0.07000700070007002,-0.1992999299929993,0.00012430176525105464,0.007068238818828916,0.0007068238818828917,-0.19223169117417038,0.0008311256471339463
0.08000800080008001,-0.1991999199919992,0.0005565843639680263,0.007068238818828916,0.0007068238818828917,-0.19213168117317028,0.001263408245850918
0.09000900090009001,-0.1990999099909991,0.0009331043196261239,0.007068238818828916,0.0007068238818828917,-0.19203167117217018,0.0016399282015090156
0.10001000100010002,-0.198999899989999,0.0009170227288010783,0.007068238818828916,0.0007068238818828917,-0.19193166117117008,0.00162384661068397
0.11001100110011001,-0.1988998899889989,0.0005557398131996916,0.007068238818828916,0.0007068238818828917,-0.19183165117016998,0.0012625636950825833
0.12001200120012001,-0.1987998799879988,0.0007849155752313153,0.007068238818828916,0.0007068238818828917,-0.19173164116916988,0.001491739457114207
0.13001300130013002,-0.1986998699869987,0.0006149228251220695,0.007068238818828916,0.0007068238818828917,-0.19163163116816978,0.001321746707004961
0.14001400140014003,-0.1985998599859986,8.80442546371798e-05,0.007068238818828916,0.0007068238818828917,-0.19153162116716968,0.0007948681365200715
0.15001500150015,-0.1984998499849985,0.00037012388870217574,0.007068238818828916,0.0007068238818828917,-0.19143161116616958,0.0010769477705850675
0.16001600160016002,-0.1983998399839984,0.0007549389130709731,0.007068238818828916,0.0007068238818828917,-0.19133160116516948,0.0014617627949538648
0.17001700170017003,-0.1982998299829983,0.0002764369283050312,0.007068238818828916,0.0007068238818828917,-0.19123159116416938,0.000983260810187923
0.18001800180018002,-0.1981998199819982,0.0006491970909331448,0.007068238818828916,0.0007068238818828917,-0.19113158116316928,0.0013560209728160364
0.19001900190019003,-0.1980998099809981,5.8697224312181606e-05,0.007068238818828916,0.0007068238818828917,-0.19103157116216918,0.0007655211061950733
0.20002000200020004,-0.197999799979998,0.0006460784559067026,0.007068238818828916,0.0007068238818828917,-0.19093156116116908,0.0013529023377895943
0.21002100210021002,-0.1978997899789979,0.00045161995365645236,0.007068238818828916,0.0007068238818828917,-0.19083155116016898,0.001158443835539344
0.22002200220022003,-0.1977997799779978,0.0008894566958373964,0.007068238818828916,0.0007068238818828917,-0.19073154115916888,0.0015962805777202881
0.23002300230023004,-0.1976997699769977,0.0002518081768560301,0.007068238818828916,0.0007068238818828917,-0.19063153115816878,0.0009586320587389218
0.24002400240024002,-0.1975997599759976,0.000597344063568926,0.007068238818828916,0.0007068238818828917,-0.19053152115716868,0.0013041679454518177
0.25002500250025006,-0.1974997499749975,0.00019897159187558589,0.007068238818828916,0.0007068238818828917,-0.19043151115616858,0.0009057954737584776
0.26002600260026004,-0.1973997399739974,4.3014788800901704e-05,0.007068238818828916,0.0007068238818828917,-0.19033150115516848,0.0007498386706837934
0.27002700270027,-0.1972997299729973,0.0009027405053248919,0.007068238818828916,0.0007068238818828917,-0.19023149115416838,0.0016095643872077836
0.28002800280028006,-0.1971997199719972,0.0007911849275927928,0.007068238818828916,0.0007068238818828917,-0.19013148115316827,0.0014980088094756845
0.29002900290029004,-0.1970997099709971,0.00039333850598349373,0.007068238818828916,0.0007068238818828917,-0.19003147115216817,0.0011001623878663853
0.3000300030003,-0.196999699969997,0.0005776211601575968,0.007068238818828916,0.0007068238818828917,-0.18993146115116807,0.0012844450420404884
0.31003100310031007,-0.1968996899689969,0.00046333099175050786,0.007068238818828916,0.0007068238818828917,-0.18983145115016797,0.0011701548736333996
0.32003200320032005,-0.1967996799679968,0.0006859727593124857,0.007068238818828916,0.0007068238818828917,-0.18973144114916787,0.0013927966411953774
0.33003300330033003,-0.1966996699669967,0.000973066102355212,0.007068238818828916,0.0007068238818828917,-0.18963143114816777,0.0016798899842381037
0.34003400340034007,-0.1965996599659966,0.0007495292826499452,0.007068238818828916,0.0007068238818828917,-0.18953142114716767,0.0014563531645328369
0.35003500350035005,-0.1964996499649965,0.0006045849020207093,0.007068238818828916,0.0007068238818828917,-0.18943141114616757,0.001311408783903601
0.36003600360036003,-0.1963996399639964,6.453698801466057e-05,0.007068238818828916,0.0007068238818828917,-0.18933140114516747,0.0007713608698975522
0.37003700370037007,-0.1962996299629963,0.0003808072074750183,0.007068238818828916,0.0007068238818828917,-0.18923139114416737,0.0010876310893579099
0.38003800380038005,-0.1961996199619962,0.0005639923239721846,0.007068238818828916,0.0007068238818828917,-0.18913138114316727,0.0012708162058550762
0.39003900390039004,-0.19609960996099612,0.0002935495720752671,0.007068238818828916,0.0007068238818828917,-0.1890313711421672,0.0010003734539581588
0.4000400040004001,-0.19599959995999602,0.000936756622129095,0.007068238818828916,0.0007068238818828917,-0.1889313611411671,0.0016435805040119866
0.41004100410041006,-0.19589958995899592,0.00019893759002164235,0.007068238818828916,0.0007068238818828917,-0.188831351140167,0.000905761471904534
0.42004200420042004,-0.19579957995799582,0.0006974122041942318,0.007068238818828916,0.0007068238818828917,-0.1887313411391669,0.0014042360860771234
0.4300430043004301,-0.19569956995699572,0.0003543874987216401,0.007068238818828916,0.0007068238818828917,-0.1886313311381668,0.0010612113806045317
0.44004400440044006,-0.19559955995599562,0.0007933130631420979,0.007068238818828916,0.0007068238818828917,-0.1885313211371667,0.0015001369450249897
0.45004500450045004,-0.19549954995499552,0.00013704427173686585,0.007068238818828916,0.0007068238818828917,-0.1884313111361666,0.0008438681536197575
0.4600460046004601,-0.19539953995399542,0.0009250800951184418,0.007068238818828916,0.0007068238818828917,-0.1883313011351665,0.0016319039770013334
0.47004700470047006,-0.19529952995299532,0.0001480805283438761,0.007068238818828916,0.0007068238818828917,-0.1882312911341664,0.0008549044102267678
0.48004800480048004,-0.19519951995199522,0.0007109945518245469,0.007068238818828916,0.0007068238818828917,-0.1881312811331663,0.0014178184337074386
0.4900490049004901,-0.19509950995099512,0.00037673398793458416,0.007068238818828916,0.0007068238818828917,-0.1880312711321662,0.0010835578698174758
0.5000500050005001,-0.19499949994999502,0.0003461378425728481,0.007068238818828916,0.0007068238818828917,-0.1879312611311661,0.0010529617244557398
0.51005100510051,-0.19489948994899492,0.0008818552625356863,0.007068238818828916,0.0007068238818828917,-0.187831251130166,0.001588679144418578
0.5200520052005201,-0.19479947994799482,5.6649064420555505e-05,0.007068238818828916,0.0007068238818828917,-0.1877312411291659,0.0007634729463034471
