Time(s),DC_V(V),DC_I(A),AC_V(V),AC_I(A),Combined_V(V),Combined_I(A)
0.0,-0.2,0.0008493963089726914,0.007068238818828916,0.0007068238818828917,-0.19293176118117109,0.0015562201908555832
0.010005002501250625,-0.1994997498749375,0.0007069767612714117,0.007068238818828916,0.0007068238818828917,-0.19243151105610856,0.0014138006431543035
0.02001000500250125,-0.19899949974987494,0.00011118899832672169,0.007068238818828916,0.0007068238818828917,-0.191931260931046,0.0008180128802096133
0.030015007503751877,-0.1984992496248124,0.00039068880616280544,0.007068238818828916,0.0007068238818828917,-0.1914310108059835,0.0010975126880456972
0.0400200100050025,-0.1979989994997499,0.0004752701469366457,0.007068238818828916,0.0007068238818828917,-0.19093076068092096,0.0011820940288195373
0.05002501250625312,-0.19749874937468737,0.0005109988361128862,0.007068238818828916,0.0007068238818828917,-0.19043051055585844,0.0012178227179957778
0.060030015007503754,-0.19699849924962481,0.00047976474274055573,0.007068238818828916,0.0007068238818828917,-0.1899302604307959,0.0011865886246234473
0.07003501750875438,-0.1964982491245623,7.105224312690383e-05,0.007068238818828916,0.0007068238818828917,-0.18943001030573337,0.0007778761250097955
0.080040020010005,-0.19599799899949977,0.000977673290561598,0.007068238818828916,0.0007068238818828917,-0.18892976018067084,0.0016844971724444898
0.09004502251125562,-0.19549774887443722,0.0008551437999289239,0.007068238818828916,0.0007068238818828917,-0.1884295100556083,0.0015619676818118156
0.10005002501250625,-0.1949974987493747,0.00045000653860488094,0.007068238818828916,0.0007068238818828917,-0.18792925993054577,0.0011568304204877726
0.11005502751375687,-0.19449724862431217,0.0009633370972316809,0.007068238818828916,0.0007068238818828917,-0.18742900980548324,0.0016701609791145726
0.12006003001500751,-0.19399699849924965,0.00010143196138336075,0.007068238818828916,0.0007068238818828917,-0.18692875968042072,0.0008082558432662524
0.13006503251625812,-0.1934967483741871,8.888300760426582e-05,0.007068238818828916,0.0007068238818828917,-0.18642850955535817,0.0007957068894871575
0.14007003501750875,-0.19299649824912457,0.0006503845121217459,0.007068238818828916,0.0007068238818828917,-0.18592825943029564,0.0013572083940046374
0.15007503751875936,-0.19249624812406205,0.0002646572294579738,0.007068238818828916,0.0007068238818828917,-0.18542800930523312,0.0009714811113408655
0.16008004002001,-0.19199599799899952,0.000521468836866676,0.007068238818828916,0.0007068238818828917,-0.1849277591801706,0.0012282927187495676
0.17008504252126064,-0.19149574787393697,6.811925301912847e-05,0.007068238818828916,0.0007068238818828917,-0.18442750905510805,0.0007749431349020202
0.18009004502251125,-0.19099549774887445,0.0003170858148971767,0.007068238818828916,0.0007068238818828917,-0.18392725893004552,0.0010239096967800685
0.19009504752376188,-0.19049524762381193,0.00031055420229989493,0.007068238818828916,0.0007068238818828917,-0.183427008804983,0.0010173780841827866
0.2001000500250125,-0.18999499749874937,0.0007011557695123181,0.007068238818828916,0.0007068238818828917,-0.18292675867992045,0.0014079796513952096
0.21010505252626313,-0.18949474737368685,0.0006773737296200212,0.007068238818828916,0.0007068238818828917,-0.18242650855485792,0.0013841976115029127
0.22011005502751374,-0.18899449724862433,0.0003036996140550081,0.007068238818828916,0.0007068238818828917,-0.1819262584297954,0.0010105234959378998
0.23011505752876438,-0.1884942471235618,0.0005612073250758386,0.007068238818828916,0.0007068238818828917,-0.18142600830473288,0.0012680312069587303
0.24012006003001501,-0.18799399699849925,0.0007336567182425261,0.007068238818828916,0.0007068238818828917,-0.18092575817967033,0.0014404806001254177
0.25012506253126565,-0.18749374687343673,0.0008958086683378571,0.007068238818828916,0.0007068238818828917,-0.1804255080546078,0.0016026325502207488
0.26013006503251623,-0.1869934967483742,0.0009265201131001977,0.007068238818828916,0.0007068238818828917,-0.17992525792954528,0.0016333439949830894
0.27013506753376687,-0.18649324662331168,0.0008794750249844085,0.007068238818828916,0.0007068238818828917,-0.17942500780448276,0.0015862989068673003
0.2801400700350175,-0.18599299649824913,0.0006814331989953573,0.007068238818828916,0.0007068238818828917,-0.1789247576794202,0.001388257080878249
0.29014507253626814,-0.1854927463731866,0.0006833834987528332,0.007068238818828916,0.0007068238818828917,-0.17842450755435768,0.0013902073806357248
0.3001500750375187,-0.18499249624812408,0.0008876098438657259,0.007068238818828916,0.0007068238818828917,-0.17792425742929516,0.0015944337257486176
0.31015507753876936,-0.18449224612306153,0.00033104312509032796,0.007068238818828916,0.0007068238818828917,-0.1774240073042326,0.0010378670069732196
0.32016008004002,-0.183991995997999,0.00012810659126420487,0.007068238818828916,0.0007068238818828917,-0.17692375717917008,0.0008349304731470966
0.33016508254127064,-0.18349174587293648,0.0007873853280940665,0.007068238818828916,0.0007068238818828917,-0.17642350705410756,0.0014942092099769582
0.3401700850425213,-0.18299149574787396,0.0006058412198108769,0.007068238818828916,0.0007068238818828917,-0.17592325692904504,0.0013126651016937686
0.35017508754377186,-0.1824912456228114,0.0009603399904215931,0.007068238818828916,0.0007068238818828917,-0.17542300680398248,0.0016671638723044849
0.3601800900450225,-0.1819909954977489,0.00025218164464461555,0.007068238818828916,0.0007068238818828917,-0.17492275667891996,0.0009590055265275072
0.37018509254627313,-0.18149074537268636,0.0004686472045746109,0.007068238818828916,0.0007068238818828917,-0.17442250655385744,0.0011754710864575026
0.38019009504752377,-0.18099049524762384,1.1313018160713063e-05,0.007068238818828916,0.0007068238818828917,-0.1739222564287949,0.0007181369000436047
0.39019509754877435,-0.1804902451225613,0.00016674028774308014,0.007068238818828916,0.0007068238818828917,-0.17342200630373236,0.0008735641696259718
0.400200100050025,-0.17998999499749876,0.0008658489490353759,0.007068238818828916,0.0007068238818828917,-0.17292175617866984,0.0015726728309182676
0.4102051025512756,-0.17948974487243624,0.0006694895668105277,0.007068238818828916,0.0007068238818828917,-0.17242150605360732,0.0013763134486934193
0.42021010505252626,-0.1789894947473737,0.0005856702563536646,0.007068238818828916,0.0007068238818828917,-0.17192125592854476,0.0012924941382365563
0.4302151075537769,-0.17848924462231117,1.783315649759154e-05,0.007068238818828916,0.0007068238818828917,-0.17142100580348224,0.0007246570383804832
0.4402201100550275,-0.17798899449724864,9.833097205262343e-05,0.007068238818828916,0.0007068238818828917,-0.17092075567841972,0.0008051548539355151
0.4502251125562781,-0.1774887443721861,0.0007510698634466894,0.007068238818828916,0.0007068238818828917,-0.17042050555335717,0.001457893745329581
0.46023011505752875,-0.17698849424712357,0.000987005520051235,0.007068238818828916,0.0007068238818828917,-0.16992025542829464,0.0016938294019341266
